match_type,similarity_pct,a_id,a_name,a_suburb,a_state,a_postcode,a_owner,b_id,b_name,b_suburb,b_state,b_postcode,b_owner
LOCATION,100,gym-1823,HIIT Launceston,invermay,TAS,7248,unclaimed,ce5ad35a-d495-4d94-b30e-fe651d8a7a60,HI-PEREVIVE,invermay,TAS,7248,unclaimed
LOCATION,100,eef93f5c-6608-49a4-ab7b-75e68c36e9ee,CrossFit Remi,upper coomera,QLD,4209,unclaimed,337502f6-e865-4626-a202-03a505354af4,Total Body Composition Upper Coomera,upper coomera,QLD,4209,unclaimed
LOCATION,100,eef93f5c-6608-49a4-ab7b-75e68c36e9ee,CrossFit Remi,upper coomera,QLD,4209,unclaimed,dda154ec-2fe9-470b-868f-fdc21b5b2925,Elev8 Health & Performance,upper coomera,QLD,4209,unclaimed
LOCATION,100,b953ef07-c035-4f9e-a1d8-2623b5ac344e,The Running Company - South Adelaide,christies beach,SA,5165,unclaimed,gym-1725,Salt Yoga Studios | Christies Beach,christies beach,SA,5165,unclaimed
LOCATION,100,343103d1-7ef4-4e3a-a3c8-98d8cbde0338,HYPOXI Miranda,miranda,NSW,2228,unclaimed,dac67de0-36ce-4d02-ac61-b0bf961c601c,The Barbell Project,miranda,NSW,2228,unclaimed
LOCATION,100,648d406a-5adc-4dd1-8315-76491f6bb3ed,Trainr @ Fitness Cartel,sippy downs,QLD,4556,unclaimed,61c6e021-c96c-439d-a75e-12a6d69c88c2,Club Pilates,sippy downs,QLD,4556,unclaimed
LOCATION,100,f1bed5f9-4118-4ffe-a234-4bac2e820109,Body20 Forest Lake,forest lake,QLD,4078,unclaimed,47239db7-3d74-4742-9ec0-c96e22dd6081,BFT Forest Lake,forest lake,QLD,4078,unclaimed
LOCATION,100,f1bed5f9-4118-4ffe-a234-4bac2e820109,Body20 Forest Lake,forest lake,QLD,4078,unclaimed,d6c9e130-df53-40a3-bbd7-8d1a06979906,Snap Fitness 24/7 Forest Lake,forest lake,QLD,4078,unclaimed
LOCATION,100,f1bed5f9-4118-4ffe-a234-4bac2e820109,Body20 Forest Lake,forest lake,QLD,4078,unclaimed,f2874db5-22ec-4881-9754-1b3309acf5a3,CF FIT,forest lake,QLD,4078,unclaimed
LOCATION,100,f13fbe49-e850-4c6c-9f2a-3f28fcd92026,Revo Fitness - Charlestown,charlestown,NSW,8042,unclaimed,5f687827-ff8b-437c-8697-ff9ab663dfcf,MVMNT Training,charlestown,NSW,8042,unclaimed
LOCATION,100,f13fbe49-e850-4c6c-9f2a-3f28fcd92026,Revo Fitness - Charlestown,charlestown,NSW,8042,unclaimed,ea2e2786-048b-4b52-961a-f5901c8cd368,Charlestown Square,charlestown,NSW,2290,unclaimed
LOCATION,100,60e98037-25f6-4570-999f-ab5db25dafed,BFT Craigieburn,craigieburn,VIC,3064,unclaimed,20db72d0-9f67-4e5c-a006-e9bca05d6749,HYPOXI Craigieburn,craigieburn,VIC,3064,unclaimed
LOCATION,100,0102cde3-6c15-4e85-9bf9-9a970c41ca45,Prospect Wellness Studio,prospect,SA,5082,unclaimed,0583eb7f-e167-4b31-8c61-6379638387cd,Healthy Inspirations Prospect,prospect,SA,5082,unclaimed
LOCATION,100,810a7e42-d580-4225-b0f4-fb661dd6e033,VIBE Health and Performance,homebush,NSW,2140,unclaimed,926d31f8-7dae-4ca3-a0f0-da6587a4ba22,Ramp Physio And Fitness,homebush,NSW,2140,unclaimed
LOCATION,100,gym-088,Total Physique Performance,rockingham,WA,6168,owner-3,gym-085,Just Ladies QuickFit,rockingham,WA,6168,owner-3
LOCATION,100,871b865f-cf36-43a4-b48d-4dd89a4d0908,The Altitude Gym,gosford,NSW,2250,unclaimed,1513c921-e429-48d7-9abc-c1eafb4e80cc,Active Nation CC,gosford,NSW,2250,unclaimed
LOCATION,100,gym-1840,Anytime Fitness Burnie,south burnie,TAS,7320,unclaimed,gym-1842,Group Fit Burnie,south burnie,TAS,7320,unclaimed
LOCATION,100,58786941-6aea-4e4f-b744-2722e09af571,inLIFE Wellness Newcastle,hamilton,NSW,2303,unclaimed,39ed0479-5827-47f4-b0d2-34ca5bd667e5,Manisha Fitness,hamilton,NSW,2303,unclaimed
LOCATION,100,88745f03-8585-419f-ad9f-a2fee6ece2dc,Goodlife Community Centre,buderim,QLD,4556,unclaimed,c1be59bd-a3ce-4a03-b074-8c1e9666ab2f,Squash Courts - Goodlife Community Centre,buderim,QLD,4556,unclaimed
LOCATION,100,gym-1308,Anytime Fitness Browns Plains,browns plains,QLD,4118,unclaimed,gym-1320,Soar Health and Fitness,browns plains,QLD,4118,unclaimed
LOCATION,100,0f199771-a60a-4948-9995-e22d76cbf5a4,Forged performance,sippy downs,QLD,4556,unclaimed,61c6e021-c96c-439d-a75e-12a6d69c88c2,Club Pilates,sippy downs,QLD,4556,unclaimed
LOCATION,100,79b79a6e-9b90-48c2-9539-ba82fadf3d99,Phoenix-Strong Women,waitara,NSW,2077,unclaimed,gym-482,PCYC Hornsby / Ku-ring-gai,waitara,NSW,2077,unclaimed
LOCATION,100,35fed74f-1066-4e97-a54b-9501773b0ec0,2500FIT,wollongong,NSW,2500,unclaimed,gym-711,Fitstop Wollongong,wollongong,NSW,2500,unclaimed
LOCATION,100,gym-1336,Brickhouse Gym,coorparoo,QLD,4151,unclaimed,b6d24e58-214f-4e35-8638-0a02da0183af,Roger | Well | Personal Trainer,coorparoo,QLD,4151,unclaimed
LOCATION,100,ee05471f-6248-4e3c-8a4a-075916cb609f,The Spinal Studio Prahran,prahran,VIC,3181,unclaimed,gym-871,Bennetts boxing gym,prahran,VIC,3181,unclaimed
LOCATION,100,901da422-92ca-4a50-b0eb-e67519f56abf,247Xercise Gym,reservoir,VIC,3073,unclaimed,56abf3eb-ab01-4797-a4f8-9599854c8aa0,3 Zone Recovery,reservoir,VIC,3073,unclaimed
LOCATION,100,gym-635,Balanced Life Dee Why,dee why,NSW,2099,unclaimed,fb8b2876-b5d5-4fcf-9979-b3eab1734dbf,Balanced Life Fitness and Wellbeing Gym,dee why,NSW,2099,unclaimed
LOCATION,100,902a94ab-3149-48c0-ac55-09152d180f71,Fury Fitness,north ipswich,QLD,4305,unclaimed,gym-1245,Goodlife Health Clubs Ipswich,north ipswich,QLD,4305,unclaimed
LOCATION,100,bdcb604b-b281-44f2-b635-b5a922e2cfc2,Courtney Miller Strength & Fitness,hamilton north,NSW,2292,unclaimed,582219f6-aba0-4e18-ad7a-a16360e8448b,ToneLAB: Performance (Hamilton North),hamilton north,NSW,2292,unclaimed
LOCATION,100,gym-611,Active Mum Fitness/Gym - Mums & Bubs - Manly,manly,NSW,2095,unclaimed,gym-615,100Strong,manly,NSW,2095,unclaimed
LOCATION,100,gym-091,Infrared Wellness Centre Perth,rockingham,WA,6168,owner-3,9b8d2d26-1675-4deb-bfec-df317e558cc7,Palm Beach Wellness - Rockingham,rockingham,WA,6168,unclaimed
LOCATION,100,gym-764,Fit Tribe,melbourne,VIC,3000,unclaimed,dc05185d-c516-4312-bcaa-83ead23dd29c,Bodies By Barry Personal Training Melbourne,melbourne,VIC,3000,unclaimed
LOCATION,100,gym-434,One Playground Newtown,newtown,NSW,2043,unclaimed,0880ffc9-dfa3-40c3-a07f-8a2e95ae9dae,Prima Fitness Academy,newtown,NSW,2043,unclaimed
LOCATION,100,gym-1647,Unley Boxing Club,unley,SA,5061,unclaimed,gym-1649,Raf Fitness PT,unley,SA,5061,unclaimed
LOCATION,100,gym-719,Better Shape Fitness,wollongong,NSW,2500,unclaimed,gym-705,The Health Haus Wollongong 24/7,wollongong,NSW,2500,unclaimed
LOCATION,100,2101b958-0c84-412b-b09d-136ae23985f6,Westfield Tea Tree Plaza,modbury,SA,5092,unclaimed,gym-1702,rebel Tea Tree Plaza,modbury,SA,5092,unclaimed
LOCATION,100,gym-777,Fernwood Fitness,st kilda,VIC,3182,unclaimed,gym-773,South Side Fitness,st kilda,VIC,3182,unclaimed
LOCATION,100,a154726b-f9f4-42f6-919e-292befc36820,Girls Lift,sunshine,VIC,3020,unclaimed,gym-904,Sunshine Fitness 24/7,sunshine,VIC,3020,unclaimed
LOCATION,100,0afbeb02-693e-4159-a12d-6b5218ece920,Affordable Fitness,balmain,NSW,2041,unclaimed,b6736c74-36b1-4272-a446-10c3a8942d71,Balmain Boxing Club,balmain,NSW,2041,unclaimed
LOCATION,100,0afbeb02-693e-4159-a12d-6b5218ece920,Affordable Fitness,balmain,NSW,2041,unclaimed,2355f9a7-e210-48be-b24b-1ac96791d48d,Gracie Balmain,balmain,NSW,2041,unclaimed
LOCATION,100,0afbeb02-693e-4159-a12d-6b5218ece920,Affordable Fitness,balmain,NSW,2041,unclaimed,a002c103-db64-4032-b12c-1008a150e08e,PCYC Balmain,balmain,NSW,2041,unclaimed
LOCATION,100,gym-1696,Rock Solid 24/7 Gym,st agnes,SA,5097,unclaimed,gym-1705,Energetic Capacity,st agnes,SA,5097,unclaimed
LOCATION,100,43e53d6b-9030-45a2-bc8d-583871535182,CrossFit Haapu,nerang,QLD,4211,unclaimed,dd658022-71fb-42b1-b80c-a7d8d924ab91,Heartbreak Conditioning,nerang,QLD,4211,unclaimed
LOCATION,100,gym-1849,Burnie Boxing Club 7320,burnie,TAS,7320,unclaimed,gym-1853,Exercise classes - fitness workouts,burnie,TAS,7320,unclaimed
LOCATION,100,gym-1849,Burnie Boxing Club 7320,burnie,TAS,7320,unclaimed,gym-1851,Personal Trainer Burnie - More Than Fitness -Shen Academy,burnie,TAS,7320,unclaimed
LOCATION,100,gym-1511,FS8 Noosa,noosaville,QLD,4566,unclaimed,gym-1508,Base. Training Co,noosaville,QLD,4566,unclaimed
LOCATION,100,067235c8-d0b7-4c95-8bb4-62d0a4193e38,Athletica Performance,springvale,VIC,3171,unclaimed,044513b4-84e1-4c15-950b-24b01ee4e678,Centre Studios,springvale,VIC,3171,unclaimed
LOCATION,100,ebfee43f-6cc3-4f2f-ad81-d244797046ea,Reservoir Leisure Centre,reservoir,VIC,3073,unclaimed,2c2493b8-9796-4299-b5b1-e5110a99c830,Reservoir Leisure Centre Pool,reservoir,VIC,3073,unclaimed
LOCATION,100,gym-949,StrongHouse Gym 24/7,ringwood,VIC,3134,unclaimed,gym-962,Prime Fitness,ringwood,VIC,3134,unclaimed
LOCATION,100,gym-949,StrongHouse Gym 24/7,ringwood,VIC,3134,unclaimed,gym-950,Fitness Room - Group Training and 24/7 Gym,ringwood,VIC,3134,unclaimed
LOCATION,100,cef6fb42-2c17-450a-bc80-273402af9039,PCYC Sutherland,sutherland,NSW,2232,unclaimed,24815c5a-c566-4ae5-a0a6-551bff5183b1,Team Being Active,sutherland,NSW,2232,unclaimed
LOCATION,100,gym-1787,HUSTLE STREET Training Moonah,moonah,TAS,7009,unclaimed,gym-1785,BurnTheory Moonah,moonah,TAS,7009,unclaimed
LOCATION,100,gym-1582,Courage Health & Fitness,salisbury,SA,5108,unclaimed,gym-1583,42FSY,salisbury,SA,5108,unclaimed
LOCATION,100,a9eed1ab-f3ee-4b1c-9ac7-e368c906129b,Competitive Edge Headquarters,invermay,TAS,7248,unclaimed,gym-1820,Hi-Per Centre,invermay,TAS,7248,unclaimed
LOCATION,100,a9eed1ab-f3ee-4b1c-9ac7-e368c906129b,Competitive Edge Headquarters,invermay,TAS,7248,unclaimed,ce5ad35a-d495-4d94-b30e-fe651d8a7a60,HI-PEREVIVE,invermay,TAS,7248,unclaimed
LOCATION,100,38e360fb-1972-4e8e-a78c-d5ab1951e0f4,Injustice Crossfit,rockingham,WA,6168,unclaimed,gym-084,T.J'S Gymsports,rockingham,WA,6168,owner-3
LOCATION,100,gym-126,Goodlife Health Clubs Cannington,cannington,WA,6107,owner-3,gym-132,DPI Fitness-Cannington,cannington,WA,6107,owner-3
LOCATION,100,ea7411c0-70ec-4f1a-99cc-804472b28aab,Hannah Rorrison Fitness,charlestown,NSW,2290,unclaimed,ee7cd9e6-cd21-4a7b-9f67-71bf95f78202,Peak Performance Coaching - Connaugh Walsh,charlestown,NSW,2290,unclaimed
LOCATION,100,ea7411c0-70ec-4f1a-99cc-804472b28aab,Hannah Rorrison Fitness,charlestown,NSW,2290,unclaimed,gym-702,Urth Fitness Charlestown,charlestown,NSW,2290,unclaimed
LOCATION,100,gym-1295,Goodlife Health Clubs Springwood,underwood,QLD,4119,unclaimed,gym-1305,Arena Fitness MMA Springwood,underwood,QLD,4119,unclaimed
LOCATION,100,c3ac1312-03fd-4e3e-b91e-25c05d5abb00,EMF Jnr Miranda,miranda,NSW,2228,unclaimed,35f3afa3-8faf-4beb-b474-b02abb8f180b,EMF Performance and Recovery Centre Miranda,miranda,NSW,2228,unclaimed
LOCATION,100,gym-858,South Yarra Strength,south yarra,VIC,3141,unclaimed,gym-845,Snap Fitness 24/7 South Yarra,south yarra,VIC,3141,unclaimed
LOCATION,100,7f899130-41ff-4ed0-947c-16a46f584725,"Club Pilates, Nedlands",nedlands,WA,6009,unclaimed,f668bb48-dd8f-47fe-a1af-d5b82ea73e7f,Body Project,nedlands,WA,6009,unclaimed
LOCATION,100,9451d173-4e8d-4b0f-aafc-43fa7d7bbc5e,Integrative Performance,bassendean,WA,6054,unclaimed,3e3a12fc-ce08-43a6-b7e0-1345a9551539,Fitness Next,bassendean,WA,6054,unclaimed
LOCATION,100,6ddfeaf0-2c5c-47a9-84a3-757245490e29,Fitness Factory Health Clubs Prospect,prospect,SA,5082,unclaimed,4998985d-b2e9-41c6-8430-f6437442a000,TJ Fitness,prospect,SA,5082,unclaimed
LOCATION,100,6eb047bc-3b78-4c81-8420-015abb203dcb,Roar Active Canning Vale,canning vale,WA,6155,unclaimed,f9bf4a60-d399-4fad-926b-d314fd26ec31,The Emerge Method,canning vale,WA,6155,unclaimed
LOCATION,100,6eb047bc-3b78-4c81-8420-015abb203dcb,Roar Active Canning Vale,canning vale,WA,6155,unclaimed,75ec3c5b-b4aa-4a82-bf09-4721dc3afe7d,RFX Athletic,canning vale,WA,6155,unclaimed
LOCATION,100,e0a2f85d-a44e-4b44-a0c4-78aeeb5bedb8,Just Gym Gear,huntingfield,TAS,7055,unclaimed,gym-1799,The Yard Gym Kingston,huntingfield,TAS,7055,unclaimed
LOCATION,100,gym-331,Genesis Health and Fitness,parramatta,NSW,2150,unclaimed,gym-337,The Yard Gym Parramatta,north parramatta,NSW,2151,unclaimed
LOCATION,100,ab3c27c6-eaf3-42bc-9097-bd4aa1675e7c,Summer Hill Gym,summer hill,NSW,2130,unclaimed,a64994cb-a60c-437b-aeb2-1eb9b102e22b,MESSA Training Lab,summer hill,NSW,2130,unclaimed
LOCATION,100,gym-092,Roar MMA - Rockingham,rockingham,WA,6168,owner-3,gym-078,Bemore Fitness Rockingham,rockingham,WA,6168,owner-3
LOCATION,100,f34d0f94-b4b3-4465-a1db-c6e855f3cb4d,Beyond Personal Training Prahran,prahran,VIC,3181,unclaimed,gym-871,Bennetts boxing gym,prahran,VIC,3181,unclaimed
LOCATION,100,f34d0f94-b4b3-4465-a1db-c6e855f3cb4d,Beyond Personal Training Prahran,prahran,VIC,3181,unclaimed,gym-869,BFT Prahran,prahran,VIC,3181,unclaimed
LOCATION,100,f34d0f94-b4b3-4465-a1db-c6e855f3cb4d,Beyond Personal Training Prahran,prahran,VIC,3181,unclaimed,gym-873,REVL Training Prahran,prahran,VIC,3181,unclaimed
LOCATION,100,gym-341,Anytime Fitness,liverpool,NSW,2170,unclaimed,13253d76-eaaf-410a-aa14-d6609386ac51,KX Pilates Liverpool,liverpool,NSW,2170,unclaimed
LOCATION,100,b794c793-a226-4992-a42b-26dab3ab85db,CONDITN. Training Sutherland,sutherland,NSW,2232,unclaimed,91c02ae3-bda5-4587-9ad9-bdb67e5870f6,Plus Fitness 24/7 Sutherland,sutherland,NSW,2232,unclaimed
LOCATION,100,337502f6-e865-4626-a202-03a505354af4,Total Body Composition Upper Coomera,upper coomera,QLD,4209,unclaimed,dda154ec-2fe9-470b-868f-fdc21b5b2925,Elev8 Health & Performance,upper coomera,QLD,4209,unclaimed
LOCATION,100,gym-1238,Yogabox Carindale,carindale,QLD,4152,unclaimed,gym-1229,Goodlife Health Clubs Carindale,carindale,QLD,4152,unclaimed
LOCATION,100,b6736c74-36b1-4272-a446-10c3a8942d71,Balmain Boxing Club,balmain,NSW,2041,unclaimed,2355f9a7-e210-48be-b24b-1ac96791d48d,Gracie Balmain,balmain,NSW,2041,unclaimed
LOCATION,100,b6736c74-36b1-4272-a446-10c3a8942d71,Balmain Boxing Club,balmain,NSW,2041,unclaimed,a002c103-db64-4032-b12c-1008a150e08e,PCYC Balmain,balmain,NSW,2041,unclaimed
LOCATION,100,f23d4b7a-b49c-4d7b-8928-bc50dc41fb5d,Anytime Fitness Balmain,rozelle,NSW,2039,unclaimed,a0a39b71-fb77-4d0a-9236-d388a3df92bc,Balmain Sports Medicine,rozelle,NSW,2039,unclaimed
LOCATION,100,gym-505,Transform U Fitness,ryde,NSW,2112,unclaimed,gym-492,Anytime Fitness Ryde,ryde,NSW,2112,unclaimed
LOCATION,100,gym-223,Victoria Park Leisurelife Centre,victoria park,WA,6101,owner-3,61b0ddaa-a0fa-42d2-b45d-3ec654c39089,Agility Rehabilitation,east victoria park,WA,6101,unclaimed
LOCATION,100,gym-512,FS8 Hurstville,hurstville,NSW,2220,unclaimed,gym-510,Club Lime Hurstville,hurstville,NSW,2220,unclaimed
LOCATION,100,gym-1571,Anytime Fitness Glenelg,glenelg,SA,5045,unclaimed,904f052b-268e-4e4b-9510-592c1a5c37fb,Lilli May Fitness,glenelg,SA,5045,unclaimed
LOCATION,100,gym-1639,Club Pilates,unley,SA,5061,unclaimed,38076d52-61a5-4a70-b40b-0283dc0b02ba,UBX Unley,unley,SA,5061,unclaimed
LOCATION,100,650fa668-6923-4a16-9530-b26854e2803b,Leo Berry's Gym - Richmond Boxing Club,richmond,VIC,3121,unclaimed,gym-801,Richmond Recreation Centre,richmond,VIC,3121,unclaimed
LOCATION,100,gym-054,iamFIT Cafe,joondalup,WA,6027,owner-3,gym-050,iamFIT Training,joondalup,WA,6027,owner-3
LOCATION,100,f3a45bd7-8ecc-4efb-b0f7-391bc5ab465d,Pronto Pilates - Mooloolaba,mooloolaba,QLD,4557,unclaimed,b42b26fb-eeb0-42fd-9da5-e947b6b8357b,The Yard Gym Mooloolaba,mooloolaba,QLD,4557,unclaimed
LOCATION,100,eda92fc1-a8a7-4163-b4b3-70eb0350d50e,Synergy Mind Body Fitness,miranda,NSW,2228,unclaimed,add36643-b155-469a-8556-eadfdf70c8d0,Studio Montel,miranda,NSW,2228,unclaimed
LOCATION,100,gym-1813,Method Plus Action,launceston,TAS,7250,unclaimed,gym-1817,Curves Launceston,launceston,TAS,7250,unclaimed
LOCATION,100,gym-412,Bondi Gym,bondi junction,NSW,2022,unclaimed,gym-426,BFT Bondi Junction,bondi junction,NSW,2022,unclaimed
LOCATION,100,f22dbacc-6aa8-41ab-bdc9-98e41014b3c9,Fuller Fittness,subiaco,WA,6008,unclaimed,gym-137,Lords Recreation Centre,subiaco,WA,6008,owner-3
LOCATION,100,97e7dba8-9511-4581-bd55-9494cf6e44fb,Plus Fitness Terrigal,terrigal,NSW,2260,unclaimed,4245fa31-d25c-4524-a4e1-69716c1ea68f,DRIP GYM,terrigal,NSW,2260,unclaimed
LOCATION,100,292575f7-047b-4f5b-b68e-936f112ce14a,Studio Pilates International Everton Park,everton park,QLD,4053,unclaimed,fa222ead-a283-4b3d-bd20-330e248c7cc9,BFT Everton Park,everton park,QLD,4053,unclaimed
LOCATION,100,gym-1673,Elite Fitness,morphett vale,SA,5162,unclaimed,gym-1670,Southern Workout,morphett vale,SA,5162,unclaimed
LOCATION,100,ee7cd9e6-cd21-4a7b-9f67-71bf95f78202,Peak Performance Coaching - Connaugh Walsh,charlestown,NSW,2290,unclaimed,gym-702,Urth Fitness Charlestown,charlestown,NSW,2290,unclaimed
LOCATION,100,14069f07-ef42-4ccc-82bf-faa2c36c5b6f,Studio Pilates International Zetland,zetland,NSW,2017,unclaimed,1289147a-7d6e-4c31-9c9b-2610b5757ce4,Wellness Pilates Zetland,zetland,NSW,2017,unclaimed
LOCATION,100,2cdfd867-3ad6-4dc0-a0ff-7702b8dcf847,Monash Aquatic & Recreation Centre,glen waverley,VIC,3150,unclaimed,08948ee0-720f-414d-b928-b602d9f012a5,Active Monash,glen waverley,VIC,3150,unclaimed
LOCATION,100,68c78a12-6bbb-488c-83f4-01a976c5c237,HIIT Pilates Studio,waterloo,NSW,2017,unclaimed,8f4f7892-53a3-4cc5-8d06-65976291a4a5,BFT Waterloo,waterloo,NSW,2017,unclaimed
LOCATION,100,a46f95e0-a9c5-4a76-8bea-426dca8eeac3,Club Active Burleigh,burleigh heads,QLD,4220,unclaimed,06b6dc16-f393-4c4a-99df-778b8def5fbb,Elevation Complete Health & Fitness Centre - Burleigh,burleigh heads,QLD,4220,unclaimed
LOCATION,100,735f3e28-2fe2-437f-8aa4-4518692a210c,Fitbodz,burwood,NSW,2134,unclaimed,13b3c405-4242-4b69-ac6c-a2f37335e131,Kronos BJJ,burwood,NSW,2134,unclaimed
LOCATION,100,gym-1625,iNform Fitness Solutions,norwood,SA,5067,unclaimed,eacc7956-9ade-4883-842a-744eb8737e49,Corrective Exercise Australia,norwood,SA,5067,unclaimed
LOCATION,100,405b543a-a003-4e7e-86ae-0bccf7ae58c1,KX Pilates Dee Why,dee why,NSW,2099,unclaimed,gym-630,Joy in Movement (Dee Why),dee why,NSW,2099,unclaimed
LOCATION,100,5aaee738-f3c1-4de3-adfe-09bdf142267a,FIT600,craigieburn,VIC,3064,unclaimed,ea8d5ca9-2924-480c-8bec-619b8ba18cb5,Anytime Fitness Craigieburn,craigieburn,VIC,3064,unclaimed
LOCATION,100,gym-252,Grounded Fitness,balcatta,WA,6021,owner-3,gym-247,Prime Bodies,balcatta,WA,6021,owner-3
LOCATION,100,gym-252,Grounded Fitness,balcatta,WA,6021,owner-3,gym-240,Anytime Fitness,balcatta,WA,6021,owner-3
LOCATION,100,23208286-47a1-4bde-93b9-ee7a1ba48d14,Knox Gymnastics,wantirna south,VIC,3152,unclaimed,d73ea839-9024-49a2-8d71-8852e575ab40,Knox Regional Sports Park,wantirna south,VIC,3152,unclaimed
LOCATION,100,0c89858d-6e58-4eb2-99ef-fa6081050603,Pivot Sports Performance Bundoora | Strength & Conditioning Gym And Sports Physiotherapy,bundoora,VIC,3083,unclaimed,937083e1-e4f2-401c-9d0a-ddbcca9150d1,BFT Watsonia,bundoora,VIC,3083,unclaimed
LOCATION,100,gym-443,The Bunker Gym,surry hills,NSW,2010,unclaimed,gym-444,Anytime Fitness Surry Hills,surry hills,NSW,2010,unclaimed
LOCATION,100,gym-235,Boxing for Fitness,victoria park,WA,6100,owner-3,9990dc13-49e3-42d2-b542-c5e7d061be8a,Sagitta CrossFit - East Victoria Park,east victoria park,WA,6101,unclaimed
LOCATION,100,gym-1089,Beyond Base,geelong west,VIC,3218,unclaimed,f4ecc763-a87d-4208-a434-282b8d1b562d,The Fitness State,geelong west,VIC,3218,unclaimed
LOCATION,100,b80929c6-99dd-4b36-8776-88d1bedf1d92,The PT Centre Kotara,kotara,NSW,2289,unclaimed,61b05ae6-fbdf-42fe-8f11-c40bc7d018e1,Club 94,kotara,NSW,2289,unclaimed
LOCATION,100,337e444c-4781-48b6-b8ab-02f4114743b7,LA Fit Highgate,perth,WA,6000,unclaimed,gym-219,Chris Wilson Fitness Studio,northbridge,WA,6000,owner-3
LOCATION,100,897b19a8-5c37-456b-8d0a-5fe1fb2681a7,Restart Exercise Physiology,norman park,QLD,4170,unclaimed,53353f4d-d966-4975-8f41-03697a614e2c,Bolt-On Health & Fitness,norman park,QLD,4170,unclaimed
LOCATION,100,897b19a8-5c37-456b-8d0a-5fe1fb2681a7,Restart Exercise Physiology,norman park,QLD,4170,unclaimed,1e1ec197-7739-4cb3-aa6e-e4c19bcf329e,Unlocked Performance,norman park,QLD,4170,unclaimed
LOCATION,100,gym-1853,Exercise classes - fitness workouts,burnie,TAS,7320,unclaimed,gym-1851,Personal Trainer Burnie - More Than Fitness -Shen Academy,burnie,TAS,7320,unclaimed
LOCATION,100,882faf50-efe3-4d46-8f86-e31f70a4d85d,Valhalla MMA Geraldton,webberton,WA,6530,unclaimed,83fef6ad-9c06-4dc6-9e64-c967db6149bd,Cobra Fitness Centre Geraldton,webberton,WA,6530,unclaimed
LOCATION,100,gym-1657,Westcare Health and Fitness,port adelaide,SA,5015,unclaimed,e7cc7852-1520-4690-ae8d-2da46af3be21,Gym,port adelaide,SA,5015,unclaimed
LOCATION,100,gym-1313,Arena Fitness MMA,browns plains,QLD,4118,unclaimed,gym-1311,Goodlife Health Clubs Browns Plains,browns plains,QLD,4118,unclaimed
LOCATION,100,2355f9a7-e210-48be-b24b-1ac96791d48d,Gracie Balmain,balmain,NSW,2041,unclaimed,a002c103-db64-4032-b12c-1008a150e08e,PCYC Balmain,balmain,NSW,2041,unclaimed
LOCATION,100,ead482d2-fd14-4d18-8aa6-296190fb2948,Body Transformation Specialists (BTS),bundoora,VIC,3083,unclaimed,6c0fabf1-0ba1-4724-b216-e1897aeb47a2,Thrive Fitness Club,bundoora,VIC,3083,unclaimed
LOCATION,100,c4432f56-b018-47cd-aa4d-a278a8c2adf0,Fit Tone Femme,heidelberg,VIC,3084,unclaimed,e4e2caf6-f5a6-44a5-9f61-c3761b1ac2cb,Strong Pilates Heidelberg,heidelberg,VIC,3084,unclaimed
LOCATION,100,1f202399-45c4-49b4-a0c5-9bd2154e4a04,Barbell Palace,brendale,QLD,4500,unclaimed,gym-1283,XO Fitness Centre,brendale,QLD,4500,unclaimed
LOCATION,100,bf274498-096d-4bb5-8dde-2bb916de5d3f,Strength Senpai,ashfield,NSW,2131,unclaimed,337a3d2e-ad6c-401a-a6e3-c41f527f8b4b,Alpha Athletes,ashfield,NSW,2131,unclaimed
LOCATION,100,gym-634,Ability Fit Co,dee why,NSW,2099,unclaimed,gym-625,BUMP Dee Why,dee why,NSW,2099,unclaimed
LOCATION,100,gym-833,The Strong Zone,collingwood,VIC,3066,unclaimed,gym-836,Saint Haven Collingwood,collingwood,VIC,3066,unclaimed
LOCATION,100,47239db7-3d74-4742-9ec0-c96e22dd6081,BFT Forest Lake,forest lake,QLD,4078,unclaimed,d6c9e130-df53-40a3-bbd7-8d1a06979906,Snap Fitness 24/7 Forest Lake,forest lake,QLD,4078,unclaimed
LOCATION,100,47239db7-3d74-4742-9ec0-c96e22dd6081,BFT Forest Lake,forest lake,QLD,4078,unclaimed,f2874db5-22ec-4881-9754-1b3309acf5a3,CF FIT,forest lake,QLD,4078,unclaimed
LOCATION,100,f8fd8714-fcd8-48e3-b080-3460aef33df0,Loco HQ 2.0,bundall,QLD,4217,unclaimed,50e6e82a-6c92-48b1-9cfb-d7e0b4684214,C3 Training Bundall,bundall,QLD,4217,unclaimed
LOCATION,100,243e56cb-3276-458a-b428-5e80968036f2,1 Million Strong Mount Louisa,mount louisa,QLD,4814,unclaimed,ea3690f4-060c-4c84-a86f-b38162a2ed22,Body Flow Fitness,mount louisa,QLD,4814,unclaimed
LOCATION,100,gym-741,Vision Personal Training Shellharbour,shellharbour city centre,NSW,2529,unclaimed,0b0d49ee-aa75-419d-af35-4fed9ea1959c,inLIFE Wellness Shellharbour,shellharbour city centre,NSW,2529,unclaimed
LOCATION,100,gym-278,Union Ellenbrook - CrossFit & HYROX,ellenbrook,WA,6069,owner-3,gym-283,Infused CrossFit,ellenbrook,WA,6069,owner-3
